sample_id,gas_class,concentration,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,sensor_33,sensor_34,sensor_35,sensor_36,sensor_37,sensor_38,sensor_39,sensor_40,sensor_41,sensor_42,sensor_43,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,sensor_50,sensor_51,sensor_52,sensor_53,sensor_54,sensor_55,sensor_56,sensor_57,sensor_58,sensor_59,sensor_60,sensor_61,sensor_62,sensor_63,sensor_64,sensor_65,sensor_66,sensor_67,sensor_68,sensor_69,sensor_70,sensor_71,sensor_72,sensor_73,sensor_74,sensor_75,sensor_76,sensor_77,sensor_78,sensor_79,sensor_80,sensor_81,sensor_82,sensor_83,sensor_84,sensor_85,sensor_86,sensor_87,sensor_88,sensor_89,sensor_90,sensor_91,sensor_92,sensor_93,sensor_94,sensor_95,sensor_96,sensor_97,sensor_98,sensor_99,sensor_100,sensor_101,sensor_102,sensor_103,sensor_104,sensor_105,sensor_106,sensor_107,sensor_108,sensor_109,sensor_110,sensor_111,sensor_112,sensor_113,sensor_114,sensor_115,sensor_116,sensor_117,sensor_118,sensor_119,sensor_120,sensor_121,sensor_122,sensor_123,sensor_124,sensor_125,sensor_126,sensor_127
42,1,172770.6973,10.487337,38.857314,64.584706,67.940525,-31.544003,-37.5568,-52.235991,145319.1191,8.519526,34.278639,58.331814,61.277973,-25.62821,-30.795778,-43.566399,26345.3072,13.852034,5.709357,8.542935,10.013088,-6.965032,-10.284324,-11.238054,24342.7051,13.058131,5.298219,8.34643,9.705015,-6.417458,-9.542733,-10.237063,6439.2175,6.705388,1.615843,3.182751,4.228663,-1.924656,-3.342006,-3.807855,7292.4709,6.968054,1.870808,3.884704,5.02823,-2.198658,-3.865356,-4.273326,29680.3463,18.27126,7.540148,11.891707,14.455347,-8.962435,-15.062568,-16.172382,30454.5637,18.100198,7.77832,12.209934,14.813332,-9.378283,-15.897269,-16.917839,132566.1093,8.54976,29.809893,48.523224,50.769417,-23.457705,-28.054953,-36.50908,147405.5684,8.519184,32.913171,52.447109,54.938479,-26.295642,-31.738173,-43.828681,29168.2473,14.225285,6.449276,9.383907,10.699213,-7.71335,-11.382318,-12.036095,21287.0443,15.289523,4.772847,6.983047,8.283439,-5.748352,-8.360596,-9.173181,7527.3807,6.856984,1.933479,4.58523,6.205702,-2.270878,-4.242665,-4.676392,8165.1765,6.909162,2.10513,5.009297,6.587667,-2.388639,-4.325626,-4.9082,34684.0636,20.59674,9.035943,12.97022,15.234577,-10.946542,-20.197256,-20.803533,28957.8389,19.830552,7.651883,11.926708,14.017727,-8.958556,-15.798355,-16.84257
43,1,18044.8066,2.14161,2.74966,3.163543,4.232465,-2.850405,-3.504923,-4.780582,17712.4668,2.123431,2.739372,3.209134,4.161503,-2.582577,-3.138659,-5.295764,2720.469,2.614047,0.448617,0.586531,1.065212,-0.407205,-0.561936,-1.031494,2582.4047,2.53072,0.419993,0.546161,0.898504,-0.386267,-0.526272,-0.856484,777.2894,1.960234,0.139472,0.221359,0.636067,-0.144031,-0.243354,-0.635567,917.1877,2.022177,0.168102,0.245093,0.631518,-0.170904,-0.285185,-0.604785,3279.2098,3.456801,0.591818,0.798703,1.216945,-0.560715,-0.809776,-1.274256,3343.0751,3.380808,0.598999,0.80941,1.270285,-0.571394,-0.820864,-1.319706,15509.961,1.905267,2.389625,2.792231,4.027972,-2.347413,-2.883221,-4.847305,15360.9629,1.753959,2.345754,2.715409,3.927671,-2.487419,-3.151555,-4.940347,2835.7858,2.67451,0.479979,0.618427,0.962621,-0.43531,-0.605663,-1.058524,2021.9954,2.798628,0.336374,0.45122,0.849778,-0.336249,-0.459586,-0.957581,965.9886,1.894721,0.186914,0.293084,0.66276,-0.181007,-0.30653,-0.811003,1107.0173,1.984903,0.212633,0.328984,0.783295,-0.206318,-0.390207,-0.808524,3325.9385,3.624652,0.603069,0.809098,1.300755,-0.576541,-0.848282,-1.299842,2950.0434,3.757896,0.540999,0.728742,1.080997,-0.519802,-0.77316,-1.231449
44,1,31080.4102,2.871828,5.862267,7.10085,8.283706,-5.427875,-6.667087,-8.888233,28898.9434,2.75705,5.615477,6.809325,7.896852,-4.669583,-5.67347,-7.613996,4188.2329,3.205603,0.826247,1.240198,1.707725,-0.735153,-0.986164,-1.416951,4014.3032,3.12302,0.777435,1.19692,1.465623,-0.700899,-0.952861,-1.328335,1184.1343,2.36031,0.267156,0.46902,0.787798,-0.259564,-0.398508,-0.817008,1399.3529,2.445172,0.31621,0.551325,0.865853,-0.303909,-0.467924,-1.763825,4981.6533,4.103114,1.100818,1.802214,2.27502,-1.01807,-1.469496,-2.025267,5097.7489,4.022886,1.114423,1.817029,2.371373,-1.038417,-1.490674,-1.917905,25924.6738,2.461418,5.023931,6.094071,7.864511,-4.323589,-5.284275,-7.214236,26932.5312,2.270088,5.049465,6.167327,7.568227,-4.738068,-5.893183,-8.365035,4357.1582,3.274385,0.880682,1.324447,1.745783,-0.781178,-1.061176,-1.525401,3140.4619,3.478283,0.631708,1.03344,1.508803,-0.602251,-0.822566,-1.472347,1430.6727,2.227594,0.346103,0.6711,1.03952,-0.321479,-0.497752,-0.815857,1615.2869,2.323704,0.401185,0.712574,1.209245,-0.35789,-0.581752,-0.951921,5071.5276,4.277551,1.123428,1.906222,2.282362,-1.054243,-1.539295,-2.226156,4446.523,4.391808,1.012595,1.746212,2.202613,-0.938118,-1.392849,-2.274528
45,1,44099.0821,3.601031,8.962468,11.554569,13.349518,-8.004568,-9.821583,-12.559814,39852.6484,3.362067,8.371103,10.848288,12.344564,-6.705469,-8.159493,-10.634182,5779.8745,3.931406,1.234007,1.961852,2.273993,-1.063115,-1.452902,-2.066236,5519.0427,3.811083,1.161756,1.842572,2.224764,-1.010354,-1.362446,-1.877488,1621.4278,2.845526,0.403104,0.772016,1.088805,-0.362306,-0.56672,-0.970141,1891.9831,2.928169,0.471993,0.884396,1.231459,-0.42684,-0.647178,-0.961104,6871.3919,5.076778,1.65387,2.931636,3.557242,-1.470137,-2.171732,-2.738824,7009.7055,4.971659,1.679482,2.94295,3.513459,-1.509952,-2.211398,-2.738922,36635.6055,3.03793,7.616041,9.869938,11.451566,-6.291805,-7.72354,-9.802812,38664.502,2.797301,7.784578,9.900624,11.523862,-7.033885,-8.67623,-11.422681,5943.3097,3.992672,1.311928,2.079387,2.34365,-1.116127,-1.511484,-1.896746,4332.9234,4.302007,0.945203,1.557351,1.986787,-0.867895,-1.190349,-1.659267,1912.282,2.616598,0.508181,1.005298,1.526082,-0.442345,-0.696511,-1.058767,2155.2019,2.736361,0.584959,1.184446,1.62688,-0.487341,-0.765095,-1.281774,6933.4475,5.2797,1.68582,3.100319,3.507288,-1.52318,-2.284401,-2.663584,6063.8741,5.405915,1.509546,2.857968,3.312221,-1.336037,-2.032332,-2.536434
46,1,46775.6367,3.786324,12.365262,16.710872,17.919414,-8.653828,-10.628136,-13.367139,42305.3261,3.477008,11.35079,15.468006,17.087046,-7.287681,-8.913474,-11.634424,6521.3562,4.018031,1.67169,2.733771,3.120482,-1.251637,-1.68491,-2.138567,6185.3855,3.922224,1.570122,2.580118,3.095223,-1.190583,-1.600838,-2.202847,1854.9197,3.031319,0.53349,1.045366,1.428209,-0.43063,-0.673209,-1.027085,2143.6767,3.120458,0.628937,1.234684,1.680022,-0.501217,-0.780544,-1.162758,7734.0557,5.168668,2.255316,4.116956,4.567774,-1.733286,-2.543605,-3.106582,7858.8396,5.093824,2.285066,4.134403,4.662116,-1.771503,-2.592037,-3.190415,38919.7832,3.107097,10.368545,14.038691,15.293565,-6.879704,-8.446045,-10.504107,41251.5645,2.930119,10.879613,14.558643,16.107318,-7.688038,-9.455464,-11.47737,6619.2519,4.089106,1.759604,2.888582,3.295674,-1.312424,-1.7583,-2.265802,4901.1381,4.439495,1.283712,2.156117,2.546261,-1.021011,-1.398297,-1.892909,2164.4598,2.781817,0.673263,1.406438,1.979671,-0.519624,-0.84104,-1.474145,2443.2994,2.891341,0.761897,1.630097,2.003379,-0.574581,-0.921675,-1.362906,7809.2709,5.460515,2.286676,4.373726,4.971397,-1.796641,-2.740796,-3.075002,6835.5482,5.521255,2.046514,4.04103,4.547208,-1.582391,-2.430648,-2.812398
47,1,62430.7353,5.01046,13.3631,18.396947,19.751587,-11.431404,-13.94226,-16.476636,54559.5664,4.205008,12.24045,17.078985,18.530481,-9.509335,-11.551378,-15.508659,8118.082,4.79156,1.870836,3.126506,3.569425,-1.613482,-2.169007,-2.722875,7629.1675,4.708049,1.751372,2.993232,3.422642,-1.521929,-2.075151,-2.578409,2261.7801,3.4954,0.601716,1.205967,1.611361,-0.538153,-0.847734,-1.231525,2605.2422,3.632934,0.707461,1.474075,1.946419,-0.628121,-0.976139,-1.523985,9686.2693,6.290569,2.542991,4.768008,5.294346,-2.230183,-3.298024,-3.677678,9807.672,6.25651,2.571325,4.860643,5.463913,-2.293364,-3.454646,-4.122688,50730.4785,3.748877,11.183672,15.471857,16.973348,-9.080925,-11.090115,-13.444761,55693.7969,3.808621,11.907342,16.155273,17.898237,-10.204197,-12.52736,-15.613686,8164.6428,4.929379,1.966612,3.379834,3.891697,-1.670209,-2.286543,-2.727953,6101.3085,5.298399,1.448075,2.468954,2.948871,-1.308631,-1.789328,-2.199558,2612.4261,3.187384,0.761365,1.725005,2.16429,-0.640899,-1.03267,-1.407356,2937.9154,3.282283,0.859215,1.889058,2.400472,-0.698094,-1.105763,-1.591052,9667.3553,6.668973,2.58347,5.190582,5.92108,-2.306506,-3.550425,-3.988991,8484.7494,6.684963,2.320844,4.733384,5.320762,-2.005397,-3.053043,-3.477416
48,1,81664.7031,6.235633,19.813054,29.137439,30.554071,-15.225648,-18.506812,-21.990251,70466.1875,5.222689,17.80098,26.508924,28.364793,-12.44209,-15.117977,-20.544214,10548.0164,5.88045,2.613857,4.436731,5.029094,-2.204768,-3.003048,-3.425366,9881.072,5.711762,2.460996,4.256163,4.725167,-2.068811,-2.845703,-3.481668,2906.5774,4.195873,0.823782,1.66358,2.158688,-0.714211,-1.196912,-2.510722,3319.1906,4.314265,0.974039,1.987534,2.468803,-0.823684,-1.29106,-1.729332,12576.4097,7.730518,3.574079,6.672466,7.47897,-3.039164,-4.599934,-5.039894,12722.3121,7.654539,3.645786,6.727397,7.739525,-3.116208,-4.74439,-5.197985,66598.666,4.667801,16.485959,24.314664,25.851191,-12.062198,-14.716151,-19.033133,73076.8144,4.667774,17.811022,25.650694,27.077659,-13.597324,-16.591198,-19.650669,10563.8796,5.998134,2.744618,4.735858,5.305805,-2.258843,-3.10561,-4.213675,7914.1871,6.514477,2.020834,3.445546,4.101134,-1.772336,-2.436023,-3.077789,3321.0039,3.752442,1.031869,2.313761,2.790851,-0.836052,-1.36909,-1.926053,3708.5439,3.867533,1.150956,2.59942,3.211931,-0.91139,-1.456893,-2.700307,12615.6034,8.197489,3.664852,7.240808,8.375004,-3.150118,-4.963959,-5.692695,10969.4831,8.187809,3.246781,6.612731,7.464673,-2.723042,-4.304573,-4.751604
49,1,96902.9639,7.217677,24.106486,36.308404,38.181996,-18.077158,-21.906432,-27.299077,82545.1699,5.931078,21.340501,32.812143,34.236307,-14.633909,-17.617988,-22.411745,12672.199,7.066112,3.110188,5.105849,5.58258,-2.756891,-3.831257,-4.507071,11837.6784,6.815625,2.916404,4.883512,5.278829,-2.577407,-3.576979,-4.0569,3444.184,4.889488,0.96538,1.904742,2.447512,-0.873886,-1.39344,-1.768803,3934.8591,5.021375,1.134853,2.2898,2.749047,-1.006196,-1.594749,-1.90375,15089.5869,9.301668,4.270133,7.638401,8.546656,-3.801802,-5.823956,-6.476169,15350.3027,9.2332,4.345535,7.750168,8.778269,-3.921359,-5.998742,-6.641723,79271.6816,5.406213,20.041431,30.470911,32.18804,-14.397174,-17.63645,-21.956146,87285.3203,5.401129,21.896614,32.318482,34.386534,-16.206925,-19.613825,-23.52506,12579.4434,7.110547,3.250213,5.45178,6.161321,-2.798625,-3.885225,-4.416897,9428.2314,7.73981,2.405266,3.914659,4.434609,-2.190417,-3.052221,-3.494975,3931.4068,4.314959,1.196554,2.6471,3.59637,-1.018383,-1.678003,-2.183133,4343.8938,4.424058,1.329742,2.969676,3.749047,-1.104122,-1.814063,-2.16543,15198.3159,9.832547,4.377406,8.535924,9.875342,-3.956864,-6.291156,-6.920829,13078.4109,9.750209,3.860692,7.777782,9.098227,-3.380265,-5.395299,-5.853778
50,1,109740.5215,8.107089,27.004416,39.86876,41.920403,-20.499341,-24.792833,-30.869872,92943.4589,6.555724,23.757818,36.068104,38.343834,-16.581107,-20.079866,-25.652647,14968.26,8.127048,3.516739,5.586905,6.291781,-3.341198,-4.65594,-5.123469,13845.3995,7.767462,3.285042,5.45833,6.048443,-3.110722,-4.367781,-4.806004,3970.273,5.441004,1.063691,2.186352,2.831907,-1.025605,-1.643641,-1.994803,4509.0637,5.581553,1.252128,2.628873,3.324047,-1.181027,-1.932882,-2.286011,17722.8895,10.663274,4.8372,8.604723,9.75646,-4.579406,-7.181216,-7.831489,17943.6168,10.558288,4.9504,8.73258,10.105674,-4.730457,-7.465655,-7.984838,89958.3477,6.019027,22.435621,33.735683,35.375781,-16.434792,-19.93655,-24.861189,99137.3886,6.019944,24.631516,35.980571,38.246592,-18.44971,-22.427029,-27.535833,14644.45,8.079425,3.650087,6.00456,6.872832,-3.370137,-4.74537,-5.252236,11049.7393,8.802084,2.71965,4.340638,5.164341,-2.624728,-3.691295,-4.085324,4492.1259,4.755483,1.304878,3.153879,4.348208,-1.191057,-2.042459,-2.419248,4970.5112,4.883158,1.437477,3.473078,4.451173,-1.274284,-2.117487,-2.662165,17746.5819,11.244191,5.019876,9.447849,10.87787,-4.769666,-7.80708,-9.150657,15273.5044,11.111049,4.37829,8.662799,10.041132,-4.039791,-6.569348,-7.181251
51,1,122336.4824,9.193446,30.006657,44.192673,46.125481,-22.60018,-27.235969,-33.669224,102676.9726,7.119224,26.114176,39.700412,41.794173,-18.274614,-22.141164,-27.131705,16802.52,8.865257,3.917936,6.098285,6.943418,-3.934945,-5.610847,-6.046331,15509.3926,8.521678,3.655673,6.081423,6.856906,-3.649807,-5.359716,-7.569053,4384.0019,5.822402,1.161378,2.378044,3.029955,-1.182927,-1.966287,-2.375665,4973.0561,5.992176,1.364253,2.940953,3.769538,-1.366385,-2.326712,-2.801605,19872.2146,11.730996,5.400374,9.416243,10.946888,-5.359193,-8.646744,-10.004922,20116.4551,11.651828,5.521651,9.660476,11.244514,-5.563079,-9.06323,-9.794265,99601.0215,6.566073,24.777643,37.178621,39.180458,-18.153509,-22.053169,-28.401521,110921.4141,6.857251,27.649225,40.316016,43.030594,-20.377357,-24.694088,-30.217358,16419.1226,8.866013,4.055159,6.70815,7.501478,-3.957013,-5.712824,-8.67228,12366.1277,9.481664,3.039549,4.7689,5.499564,-3.069783,-4.515184,-4.812144,4968.9551,5.111991,1.412092,3.505699,4.520024,-1.379954,-2.471552,-2.967364,5460.3497,5.194446,1.550363,3.821486,4.819463,-1.462962,-2.538452,-2.922421,20004.6557,12.503007,5.600612,10.373938,12.021021,-5.644581,-9.494184,-10.156737,17144.7566,12.151945,4.885522,9.487607,11.234346,-4.738,-7.855561,-8.508828
52,1,132819.6992,9.853445,31.988306,46.389858,49.285968,-24.494589,-29.459263,-40.494464,110769.5175,7.568055,27.83644,42.106614,44.27257,-19.706697,-23.813318,-30.963265,18974.2827,10.069457,4.248139,6.41001,7.133991,-4.530127,-6.474601,-7.19007,17413.3227,9.660948,3.937659,6.501067,7.423594,-4.171649,-6.030819,-6.564196,4852.0706,6.468682,1.238393,2.506172,3.162713,-1.322665,-2.210797,-2.644773,5490.464,6.673682,1.448367,3.136125,3.961858,-1.524899,-2.612208,-3.046527,22392.4943,13.273355,5.889349,9.844276,11.41621,-6.133245,-9.897396,-10.514396,22629.1525,13.303194,6.007906,10.155743,11.84349,-6.365894,-10.500843,-11.226155,108274.1699,6.999529,26.437604,39.263834,41.03904,-19.704404,-23.997546,-29.598906,120768.8535,7.340148,29.58253,42.461709,44.852115,-22.095505,-26.819463,-37.804033,18272.6286,9.99157,4.347353,7.168454,8.099709,-4.477778,-6.518369,-7.122956,13787.3462,10.661205,3.285474,5.024968,5.898178,-3.473389,-4.979536,-5.562388,5466.5545,5.622886,1.49391,3.760797,4.992857,-1.53277,-2.774152,-3.266326,5994.1507,5.678324,1.630863,4.035413,5.219939,-1.615469,-2.783704,-3.427491,22329.3237,14.207851,6.094097,10.785301,12.660274,-6.444764,-11.068941,-11.834323,19124.4745,13.692993,5.297815,9.874255,11.775382,-5.379568,-9.079945,-9.773924
53,1,142789.9112,10.645231,33.853741,49.464093,51.60479,-25.927153,-31.066881,-41.588134,118052.0957,8.033086,29.412263,45.61343,47.957441,-20.89793,-25.783093,-33.723673,21298.8467,10.812085,4.744374,7.108911,7.927914,-5.474105,-8.149127,-8.78249,19670.2483,10.434297,4.399687,7.266438,8.399177,-5.02232,-7.396085,-7.975155,5330.4111,6.842284,1.351364,2.725334,3.579428,-1.559561,-2.586728,-2.898618,6063.1184,7.073229,1.586668,3.440285,4.551249,-1.787935,-2.962618,-3.385097,25104.2934,14.28322,6.58618,10.812614,12.784096,-7.366911,-11.791007,-12.546455,25498.8918,14.335853,6.742949,11.218155,13.285737,-7.641724,-12.364416,-13.090989,115696.8457,7.407641,27.917277,41.873975,43.873923,-20.84231,-25.272718,-32.257742,129988.0469,7.849757,31.399626,44.977867,47.538268,-23.217561,-27.496199,-36.855411,20594.8691,10.799452,4.84199,8.003428,9.287551,-5.406482,-8.103553,-8.824967,15371.0038,11.420288,3.647146,5.630229,6.597657,-4.146747,-6.125129,-6.732942,6029.3148,5.93265,1.62047,4.144283,5.69169,-1.802635,-3.133603,-3.494099,6536.2854,5.949684,1.754333,4.375598,5.748316,-1.916593,-3.266366,-3.705179,25277.9974,15.410581,6.867026,11.677978,13.839589,-7.640652,-12.782672,-13.851846,21396.3611,14.702644,5.91919,10.626145,12.690318,-6.348842,-10.539981,-11.407486
54,1,151863.4287,10.827703,35.376861,54.103726,56.233651,-27.61451,-32.966121,-46.888817,125475.9336,8.439032,30.692331,48.843388,51.231593,-22.087711,-26.783952,-37.86024,23296.0203,12.019657,4.956926,7.601322,8.660957,-5.945999,-8.704149,-13.92434,21396.4079,11.348203,4.583944,7.578838,8.87178,-5.442356,-8.00291,-8.909242,5735.1503,7.37928,1.401344,2.86365,3.707231,-1.660671,-2.99151,-3.575692,6491.4874,7.55788,1.62649,3.55485,4.565815,-1.900531,-3.285104,-3.800193,27379.807,15.768683,6.913528,11.329874,13.510112,-7.973569,-13.066357,-13.853784,27718.1628,15.62708,7.041095,11.58714,13.757551,-8.255575,-13.72205,-18.267347,123029.3321,7.750131,29.074161,44.573558,46.534583,-22.120802,-26.831722,-34.319053,137882.9492,7.946795,32.484513,47.710255,50.002105,-24.788543,-29.497843,-40.138588,22375.4685,11.740351,5.025729,8.290825,9.476925,-5.82364,-8.645566,-14.934819,16728.1706,12.587134,3.807007,6.017165,7.101141,-4.463539,-6.570455,-7.03942,6459.2016,6.308369,1.657016,4.293158,5.732381,-1.905334,-3.450174,-3.935123,7006.6144,6.388255,1.807579,4.603492,6.069331,-2.013446,-3.614257,-4.48911,27541.5267,16.761564,7.24538,11.92146,14.092199,-8.409338,-14.394241,-15.362663,23315.9912,16.202483,6.218874,10.969097,13.062617,-6.971207,-11.837327,-13.025748
55,1,161570.0762,11.566188,37.617374,57.425573,60.098814,-29.137501,-35.162605,-57.83005,132808.6836,8.85842,32.584654,52.363769,55.277879,-23.259867,-28.054954,-40.004724,25123.6467,12.904342,5.451208,7.914842,9.036222,-6.545763,-9.562549,-10.212945,23041.8025,12.224951,5.014414,7.974151,9.242721,-5.99894,-8.865211,-9.457687,6107.2387,7.758262,1.514812,2.964822,3.771773,-1.795933,-3.086221,-3.567204,6915.2692,7.959727,1.757145,3.699912,4.707011,-2.064104,-3.614649,-4.165594,29419.5135,16.89046,7.59585,11.770704,14.132121,-8.74132,-14.49755,-15.655113,29813.3843,16.830763,7.703688,12.061974,14.548907,-9.087877,-15.303874,-16.532855,130009.1211,8.151879,30.860699,47.59522,50.059081,-23.17961,-27.902536,-37.77153,146089.5215,8.452052,34.602423,50.834071,53.179237,-26.019424,-30.972326,-39.711964,24311.635,12.700406,5.524505,8.699052,10.09659,-6.458463,-9.631612,-10.395707,18160.275,13.505206,4.194924,6.261978,7.471395,-4.915183,-7.220499,-7.698799,6914.6651,6.685553,1.802357,4.477998,6.26327,-2.072331,-3.834597,-4.500606,7470.1932,6.709144,1.956564,4.791066,6.437839,-2.175018,-3.938601,-4.537496,29950.5129,18.124777,7.995003,12.43907,14.602136,-9.428158,-16.494928,-17.486418,25268.3646,17.364479,6.849488,11.405017,13.51217,-7.764854,-13.410415,-14.369672
56,1,168314.9619,12.075648,38.747671,63.155513,67.238771,-29.871769,-35.376245,-52.593445,138538.5293,9.202604,33.633017,56.800856,59.344461,-24.080517,-28.714139,-41.944194,27738.4455,13.794349,5.53633,8.519221,9.814073,-7.363703,-10.727331,-11.630377,25302.1353,13.024259,5.105432,8.421454,9.899205,-6.760238,-10.048275,-10.658621,6617.1777,8.149222,1.527119,3.126492,4.132645,-1.982186,-3.328293,-3.773648,7475.0289,8.349567,1.767023,3.878778,5.036813,-2.290016,-3.976424,-4.515277,32308.895,18.01448,7.697527,12.393936,14.992771,-9.746534,-15.741659,-16.936352,32708.5521,17.922206,7.827454,12.767176,15.583947,-10.166147,-16.86605,-18.018602,135943.6172,8.504423,31.622239,51.687846,54.920368,-24.018037,-28.718097,-39.850848,152610.6914,8.85287,35.408532,55.613647,58.553249,-26.737131,-31.643107,-52.063631,26601.9946,13.434246,5.621474,9.231749,10.618744,-7.266747,-10.924483,-11.749771,19903.3284,14.285876,4.264789,6.774628,7.9977,-5.483134,-8.025271,-8.541254,7459.0841,7.006503,1.812007,4.657362,6.332456,-2.299755,-4.198749,-4.849315,8065.5099,7.04083,1.968004,4.954703,6.591396,-2.393994,-4.180014,-4.729561,32842.3114,19.287627,8.199596,12.887403,15.273482,-10.594191,-18.94701,-20.272406,27679.8739,18.475453,7.017164,11.757475,13.899132,-8.668073,-15.236682,-16.701672
57,1,20443.3242,2.394794,2.079165,2.374346,3.693807,-3.084532,-3.777213,-7.136308,19389.5898,2.171069,1.9527,2.249946,3.814905,-2.82796,-3.47699,-5.211361,3023.1023,2.89657,0.273817,0.336753,0.815476,-0.455989,-0.628469,-1.20534,2841.1434,2.83742,0.252221,0.311843,0.755347,-0.434382,-0.584064,-0.99089,837.6495,2.031649,0.088124,0.155845,0.586215,-0.165722,-0.262491,-0.67025,971.3173,2.103386,0.10479,0.175296,0.643877,-0.188848,-0.304143,-0.709937,3581.5307,3.733729,0.342163,0.479492,0.940851,-0.627565,-0.885337,-1.311465,3595.2929,3.699532,0.338886,0.478199,0.96871,-0.640374,-0.906333,-1.359401,17118.7441,1.952198,1.753688,2.057995,5.410743,-2.587763,-3.268058,-5.172815,18097.2246,1.956595,1.865583,2.152452,4.006933,-2.811232,-3.456153,-5.434982,3139.5206,3.003349,0.283447,0.382677,0.840727,-0.490125,-0.662075,-1.087782,2285.4968,3.092457,0.212572,0.371595,1.46251,-0.377835,-0.520085,-0.95549,1049.4368,1.96027,0.117543,0.194171,0.821721,-0.21605,-0.366124,-0.791577,1201.1131,2.030082,0.13444,0.245504,0.919089,-0.243342,-0.431036,-0.950892,3584.6432,3.962912,0.335736,0.493571,0.905345,-0.64364,-0.951014,-1.460364,3233.9943,4.034664,0.309833,0.443652,1.433274,-0.585274,-0.850983,-1.264939
58,1,33791.4629,3.185441,6.539931,8.005829,9.149812,-5.732123,-7.041171,-9.150999,31245.2031,2.832884,6.209308,7.656975,8.633116,-5.045175,-6.13167,-8.077851,4770.1751,3.686281,0.923557,1.398951,1.698538,-0.824827,-1.088621,-1.513699,4483.74,3.584222,0.868391,1.319731,1.662209,-0.783354,-1.049681,-1.375893,1330.4825,2.55276,0.302268,0.539068,0.877512,-0.285819,-0.436474,-0.715262,1522.9045,2.617805,0.35638,0.635532,1.021597,-0.33244,-0.515843,-0.799992,5613.7853,4.674816,1.23216,2.033739,2.376061,-1.136187,-1.615002,-2.075123,5627.1243,4.599707,1.239028,2.054389,2.436216,-1.159424,-1.681227,-2.1215,28313.209,2.553986,5.618825,6.903504,8.109077,-4.685533,-5.687209,-8.065659,30156.6836,2.538746,5.877439,7.279893,8.935022,-5.191204,-6.30997,-9.180303,4925.5664,3.774846,0.992946,1.515328,1.810665,-0.880224,-1.169908,-1.53577,3646.0601,3.982382,0.723121,1.139321,1.374323,-0.68484,-0.929777,-1.337874,1603.7423,2.386226,0.406414,0.742458,1.084555,-0.357586,-0.596659,-0.914528,1829.1936,2.484029,0.456921,0.813099,1.23213,-0.39305,-0.601356,-1.021396,5657.848,4.892573,1.24761,2.154658,2.534235,-1.179362,-1.753882,-2.29699,5062.2104,4.991569,1.140442,1.977951,2.32291,-1.055056,-1.560292,-2.124481
59,1,45011.1679,3.942991,9.833209,12.745621,13.674748,-7.96322,-9.76968,-11.758704,40789.9004,3.428921,9.248088,12.077409,13.288497,-6.814204,-8.308414,-10.427887,6540.8601,4.369447,1.421681,2.260053,2.658788,-1.169425,-1.576656,-2.133672,6181.6269,4.254178,1.337711,2.16051,2.532151,-1.116808,-1.487405,-1.922044,1793.2299,2.96794,0.463282,0.867443,1.343411,-0.393211,-0.60794,-0.913029,2056.0302,3.046536,0.541814,1.045541,1.402016,-0.456577,-0.702759,-2.269124,7698.5422,5.570537,1.907872,3.396998,4.073073,-1.621021,-2.317128,-2.820376,7787.0017,5.534865,1.923613,3.422232,3.915546,-1.659271,-2.403965,-2.87949,37454.7637,3.077893,8.453242,11.001709,12.225129,-6.408427,-7.939234,-10.037792,40467.459,3.079309,8.885116,11.484344,12.611033,-7.172417,-8.776635,-11.350613,6751.2392,4.474912,1.526324,2.466799,2.779912,-1.252295,-1.664174,-2.060466,4969.2314,4.707285,1.118964,1.823051,2.177541,-0.970724,-1.324064,-1.743318,2136.4669,2.739113,0.607452,1.226669,2.227965,-0.484728,-0.755837,-1.813153,2400.3636,2.830707,0.680404,1.378041,1.949379,-0.529323,-0.832064,-1.122609,7815.0146,5.862727,1.943358,3.626995,4.164912,-1.69956,-2.522667,-2.934275,6884.2591,5.902702,1.761749,3.332251,3.823595,-1.500347,-2.219349,-2.518402
