"filename", "language", "Python", "Solidity", "JSON", "Shell Script", "Markdown", "JavaScript", "PyProject TOML", "pip requirements", "Go", "Go Module File", "Go Checksum File", "YAML", "Docker", "Java", "XML", "Properties", "HTML", "TypeScript", "JSON with Comments", "TypeScript JSX", "PostCSS", "JavaScript JSX", "Ini", "Batch", "Groovy", "Less", "SCSS", "Graphviz (DOT)", "UV Lock", "textX", "Ignore", "comment", "blank", "total"
"/home/logres/system/src/agent/agent-dashboard/src/index.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 32
"/home/logres/system/src/agent/agent-dashboard/src/main.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"/home/logres/system/src/agent/agent-dashboard/vite.config.js", "JavaScript", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 8
"/home/logres/system/src/agent/agent-postman-collection.json", "JSON", 0, 0, 312, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 313
"/home/logres/system/src/agent/agent_devtools.sh", "Shell Script", 0, 0, 0, 172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 39, 212
"/home/logres/system/src/agent/agent_env.sh", "Shell Script", 0, 0, 0, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16, 163
"/home/logres/system/src/agent/docker-rest-agent/CA_related/template/core.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 246, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 456, 76, 778
"/home/logres/system/src/agent/docker-rest-agent/CA_related/template/fabric-ca-server-config.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 313, 37, 505
"/home/logres/system/src/agent/docker-rest-agent/README.md", "Markdown", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8
"/home/logres/system/src/agent/docker-rest-agent/app/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"/home/logres/system/src/agent/docker-rest-agent/app/config.py", "Python", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 54
"/home/logres/system/src/agent/docker-rest-agent/app/docker_client.py", "Python", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 37
"/home/logres/system/src/agent/docker-rest-agent/app/infrastructure/network.py", "Python", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12
"/home/logres/system/src/agent/docker-rest-agent/app/infrastructure/ports.py", "Python", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 29
"/home/logres/system/src/agent/docker-rest-agent/app/infrastructure/runtime.py", "Python", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 47
"/home/logres/system/src/agent/docker-rest-agent/app/infrastructure/storage.py", "Python", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
"/home/logres/system/src/agent/docker-rest-agent/app/routes/__init__.py", "Python", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"/home/logres/system/src/agent/docker-rest-agent/app/routes/ca.py", "Python", 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 95
"/home/logres/system/src/agent/docker-rest-agent/app/routes/eth.py", "Python", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 44
"/home/logres/system/src/agent/docker-rest-agent/app/routes/ipfs.py", "Python", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 37
"/home/logres/system/src/agent/docker-rest-agent/app/routes/network.py", "Python", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22
"/home/logres/system/src/agent/docker-rest-agent/app/routes/nodes.py", "Python", 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 122
"/home/logres/system/src/agent/docker-rest-agent/app/routes/ports.py", "Python", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 21
"/home/logres/system/src/agent/docker-rest-agent/app/services/__init__.py", "Python", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22
"/home/logres/system/src/agent/docker-rest-agent/app/services/base.py", "Python", 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15, 90
"/home/logres/system/src/agent/docker-rest-agent/app/services/ethereum.py", "Python", 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 18, 97
"/home/logres/system/src/agent/docker-rest-agent/app/services/fabric.py", "Python", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 52
"/home/logres/system/src/agent/docker-rest-agent/app/services/ipfs.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 19
"/home/logres/system/src/agent/docker-rest-agent/app/template_lib/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"/home/logres/system/src/agent/docker-rest-agent/app/template_lib/ethereum.py", "Python", 211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 28, 261
"/home/logres/system/src/agent/docker-rest-agent/app/template_lib/fabric.py", "Python", 152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 168
"/home/logres/system/src/agent/docker-rest-agent/app/template_lib/ipfs.py", "Python", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 53
"/home/logres/system/src/agent/docker-rest-agent/app/utils.py", "Python", 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19, 87
"/home/logres/system/src/agent/docker-rest-agent/eth/template/multi-geth-blockchain/Dockerfile", "Docker", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"/home/logres/system/src/agent/docker-rest-agent/eth/template/multi-geth-blockchain/docker-compose.org-ETHERBASE.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 30
"/home/logres/system/src/agent/docker-rest-agent/eth/template/multi-geth-blockchain/docker-compose.org.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 37
"/home/logres/system/src/agent/docker-rest-agent/eth/template/multi-geth-blockchain/docker-compose.sys.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12, 57
"/home/logres/system/src/agent/docker-rest-agent/eth/template/multi-geth-blockchain/docker-entrypoint.sh", "Shell Script", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 35
"/home/logres/system/src/agent/docker-rest-agent/eth/template/multi-geth-blockchain/docker-prep-etherbase.sh", "Shell Script", 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 16, 78
"/home/logres/system/src/agent/docker-rest-agent/eth/template/multi-geth-blockchain/evmconnect.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"/home/logres/system/src/agent/docker-rest-agent/eth/template/multi-geth-blockchain/export-enode.sh", "Shell Script", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 22
"/home/logres/system/src/agent/docker-rest-agent/eth/template/multi-geth-blockchain/genesis.json", "JSON", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20
"/home/logres/system/src/agent/docker-rest-agent/eth/template/multi-geth-blockchain/simple.sol", "Solidity", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 21
"/home/logres/system/src/agent/docker-rest-agent/eth/template/multi-geth-blockchain/simple_storage.json", "JSON", 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55
"/home/logres/system/src/agent/docker-rest-agent/eth/template/my-geth-blockchain/Dockerfile", "Docker", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14
"/home/logres/system/src/agent/docker-rest-agent/eth/template/my-geth-blockchain/docker-compose.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 4, 44
"/home/logres/system/src/agent/docker-rest-agent/eth/template/my-geth-blockchain/evmconnect.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"/home/logres/system/src/agent/docker-rest-agent/eth/template/my-geth-blockchain/genesis.json", "JSON", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20
"/home/logres/system/src/agent/docker-rest-agent/gunicorn.conf.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/home/logres/system/src/agent/docker-rest-agent/intergration-test/test.py", "Python", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 79
"/home/logres/system/src/agent/docker-rest-agent/pip.conf", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/home/logres/system/src/agent/docker-rest-agent/requirements.txt", "pip requirements", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"/home/logres/system/src/agent/docker-rest-agent/server.py", "Python", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 49
"/home/logres/system/src/agent/docker-rest-agent/server_new_image.py", "Python", 176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 20, 208
"/home/logres/system/src/archive/20260227-oracle-relayer/ARCHIVE_NOTES.md", "Markdown", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 30
"/home/logres/system/src/archive/20260227-oracle-relayer/crosschain-relay-lab/ARCHITECTURE.md", "Markdown", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 46
"/home/logres/system/src/archive/20260227-oracle-relayer/crosschain-relay-lab/EXPERIMENT_DESIGN.md", "Markdown", 0, 0, 0, 0, 162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 221
"/home/logres/system/src/archive/20260227-oracle-relayer/crosschain-relay-lab/README.md", "Markdown", 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 114
"/home/logres/system/src/archive/20260227-oracle-relayer/crosschain-relay-lab/contracts/CrossChainEndpoint.sol", "Solidity", 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20, 150
"/home/logres/system/src/archive/20260227-oracle-relayer/crosschain-relay-lab/contracts/IndustrialIoTReceiver.sol", "Solidity", 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 23, 145
"/home/logres/system/src/archive/20260227-oracle-relayer/crosschain-relay-lab/contracts/RelayTaskReceiver.sol", "Solidity", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14, 95
"/home/logres/system/src/archive/20260227-oracle-relayer/crosschain-relay-lab/experiments/run-experiment.js", "JavaScript", 0, 0, 0, 0, 0, 211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 29, 242
"/home/logres/system/src/archive/20260227-oracle-relayer/crosschain-relay-lab/experiments/run-iiot-experiment.js", "JavaScript", 0, 0, 0, 0, 0, 326, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 37, 367
"/home/logres/system/src/archive/20260227-oracle-relayer/crosschain-relay-lab/package.json", "JSON", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21
"/home/logres/system/src/archive/20260227-oracle-relayer/crosschain-relay-lab/relay-server/index.js", "JavaScript", 0, 0, 0, 0, 0, 292, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 41, 334
"/home/logres/system/src/archive/20260227-oracle-relayer/crosschain-relay-lab/scripts/build-solc.js", "JavaScript", 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 72
"/home/logres/system/src/archive/20260227-oracle-relayer/crosschain-relay-lab/scripts/common.js", "JavaScript", 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 75
"/home/logres/system/src/archive/20260227-oracle-relayer/crosschain-relay-lab/scripts/deploy.js", "JavaScript", 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 114
"/home/logres/system/src/archive/20260227-oracle-relayer/crosschain-relay-lab/scripts/down.sh", "Shell Script", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 9
"/home/logres/system/src/archive/20260227-oracle-relayer/crosschain-relay-lab/scripts/start-anvil.sh", "Shell Script", 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 42
"/home/logres/system/src/archive/20260227-oracle-relayer/crosschain-relay-lab/scripts/stop-anvil.sh", "Shell Script", 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 30
"/home/logres/system/src/archive/20260227-oracle-relayer/crosschain-relay-lab/scripts/up.sh", "Shell Script", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 13
"/home/logres/system/src/archive/20260227-oracle-relayer/oracle-data-compute-lab/README.md", "Markdown", 0, 0, 0, 0, 164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 203
"/home/logres/system/src/archive/20260227-oracle-relayer/oracle-data-compute-lab/contracts/ComputeCostLab.sol", "Solidity", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 32
"/home/logres/system/src/archive/20260227-oracle-relayer/oracle-data-compute-lab/contracts/ComputeOracleHub.sol", "Solidity", 0, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22, 163
"/home/logres/system/src/archive/20260227-oracle-relayer/oracle-data-compute-lab/contracts/DataAggregationLab.sol", "Solidity", 0, 232, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29, 262
"/home/logres/system/src/archive/20260227-oracle-relayer/oracle-data-compute-lab/contracts/DataOracleHub.sol", "Solidity", 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19, 123
"/home/logres/system/src/archive/20260227-oracle-relayer/oracle-data-compute-lab/contracts/SlotRegistry.sol", "Solidity", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 60
"/home/logres/system/src/archive/20260227-oracle-relayer/oracle-data-compute-lab/deployments/EXPERIMENT_REPORT.md", "Markdown", 0, 0, 0, 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 164
"/home/logres/system/src/archive/20260227-oracle-relayer/oracle-data-compute-lab/hardhat.config.js", "JavaScript", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"/home/logres/system/src/archive/20260227-oracle-relayer/oracle-data-compute-lab/package.json", "JSON", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
"/home/logres/system/src/archive/20260227-oracle-relayer/oracle-data-compute-lab/scripts/analyze-separate-results.js", "JavaScript", 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 97
